Name,Sex,Year,Occurrences
Alden,M,1937,132
Alden,M,1938,119
Alden,M,1939,117
Alden,M,1940,116
Alden,M,1941,103
Alden,M,1942,112
Alden,M,1943,126
Alden,M,1944,105
Alden,M,1945,105
Alden,M,1946,79
Alden,M,1947,124
Alden,M,1948,96
Alden,M,1949,83
Alden,M,1950,89
Alden,M,1951,99
Alden,M,1952,95
Alden,M,1953,97
Alden,M,1954,87
Alden,M,1955,97
Alden,M,1956,110
Alden,M,1957,86
Alden,M,1958,87
Alden,M,1959,92
Alden,M,1960,86
Alden,M,1961,85
Alden,M,1962,60
Alden,M,1963,84
Alden,M,1964,76
Alden,M,1965,76
Alden,M,1966,66
Alden,M,1967,62
Alden,M,1968,54
Alden,M,1969,72
Alden,M,1970,59
Alden,M,1971,48
Alden,M,1972,44
Alden,M,1973,47
Alden,M,1974,45
Alden,M,1975,54
Alden,M,1976,43
Alden,M,1977,49
Alden,M,1978,53
Alden,M,1979,57
Alden,M,1980,57
Alden,M,1981,64
Alden,M,1982,84
Alden,M,1983,68
Alden,F,1984,14
Alden,M,1984,78
Alden,F,1985,13
Alden,M,1985,86
Alden,M,1986,91
Alden,M,1987,84
Alden,F,1988,19
Alden,M,1988,94
Alden,F,1989,11
Alden,M,1989,92
Alden,M,1990,119
Alden,F,1991,13
Alden,M,1991,91
Alden,F,1992,18
Alden,M,1992,116
Alden,F,1993,22
Alden,M,1993,100
Alden,F,1994,18
Alden,M,1994,116
Alden,F,1995,17
Alden,M,1995,142
Alden,F,1996,18
Alden,M,1996,143
Alden,F,1997,16
Alden,M,1997,143
Alden,F,1998,25
Alden,M,1998,196
Alden,F,1999,27
Alden,M,1999,144
Aldena,F,1915,11
Aldena,F,1916,43
Aldena,F,1917,19
Aldena,F,1918,14
Aldena,F,1919,11
Aldena,F,1920,16
Aldena,F,1921,13
Aldena,F,1922,18
Aldena,F,1923,10
Aldena,F,1927,10
Aldena,F,1932,12
Aldene,F,1915,15
Aldene,F,1916,12
Aldene,F,1917,10
Aldene,F,1918,10
Aldene,F,1919,12
Aldene,F,1922,15
Aldene,F,1923,17
Aldene,F,1924,13
Aldene,F,1925,14
Aldene,F,1926,15
Aldene,F,1927,14
Aldene,F,1928,13
Aldene,F,1933,17
Aldene,F,1934,14
Aldene,F,1935,12
Aldene,F,1938,10
Aldene,F,1943,10
Aldene,F,1948,10
Aldin,M,1997,17
Aldin,M,1998,13
Aldin,M,1999,19
Aldina,F,1914,11
Aldina,F,1915,10
Aldina,F,1918,14
Aldina,F,1919,10
Aldina,F,1921,11
Aldina,F,1923,14
Aldina,F,1924,10
Aldina,F,1925,11
Aldina,F,1930,12
Aldine,F,1911,14
Aldine,F,1912,10
Aldine,F,1913,11
Aldine,F,1914,14
Aldine,F,1915,29
Aldine,F,1916,34
Aldine,F,1917,24
Aldine,F,1918,30
Aldine,M,1918,10
Aldine,F,1919,36
Aldine,M,1919,10
Aldine,F,1920,32
Aldine,F,1921,23
Aldine,M,1921,13
Aldine,F,1922,28
Aldine,M,1922,10
Aldine,F,1923,26
Aldine,F,1924,27
Aldine,F,1925,36
Aldine,F,1926,38
Aldine,M,1926,14
Aldine,F,1927,24
Aldine,F,1928,30
Aldine,F,1929,19
Aldine,F,1930,24
Aldine,F,1932,13
Aldine,F,1933,14
Aldine,F,1934,13
Aldine,F,1935,17
Aldine,F,1936,10
Aldine,F,1938,18
Aldine,F,1939,13
Aldine,F,1942,12
Aldine,F,1944,10
Aldine,F,1945,12
Aldine,F,1949,12
Aldo,M,1911,14
Aldo,M,1912,38
Aldo,M,1913,47
Aldo,M,1914,79
Aldo,M,1915,97
Aldo,M,1916,112
Aldo,M,1917,120
Aldo,M,1918,107
Aldo,M,1919,98
Aldo,M,1920,101
Aldo,M,1921,126
Aldo,M,1922,121
Aldo,M,1923,138
Aldo,M,1924,154
Aldo,M,1925,135
Aldo,M,1926,114
Aldo,M,1927,91
Aldo,M,1928,79
Aldo,M,1929,70
Aldo,M,1930,77
Aldo,M,1931,58
Aldo,M,1932,81
Aldo,M,1933,50
Aldo,M,1934,39
Aldo,M,1935,39
Aldo,M,1936,39
Aldo,M,1937,36
Aldo,M,1938,38
Aldo,M,1939,28
Aldo,M,1940,20
Aldo,M,1941,17
Aldo,M,1942,21
Aldo,M,1943,16
Aldo,M,1944,14
Aldo,M,1945,18
Aldo,M,1946,22
Aldo,M,1947,33
Aldo,M,1948,21
Aldo,M,1949,21
Aldo,M,1950,28
Aldo,M,1951,22
Aldo,M,1952,43
Aldo,M,1953,34
Aldo,M,1954,49
Aldo,M,1955,54
Aldo,M,1956,58
Aldo,M,1957,58
Aldo,M,1958,65
Aldo,M,1959,71
Aldo,M,1960,59
Aldo,M,1961,53
Aldo,M,1962,68
Aldo,M,1963,64
Aldo,M,1964,68
Aldo,M,1965,70
Aldo,M,1966,56
Aldo,M,1967,84
Aldo,M,1968,73
Aldo,M,1969,82
Aldo,M,1970,76
Aldo,M,1971,72
Aldo,M,1972,56
Aldo,M,1973,77
Aldo,M,1974,59
Aldo,M,1975,66
Aldo,M,1976,72
Aldo,M,1977,84
Aldo,M,1978,107
Aldo,M,1979,117
Aldo,M,1980,143
Aldo,M,1981,139
Aldo,M,1982,138
Aldo,M,1983,101
Aldo,M,1984,110
Aldo,M,1985,96
Aldo,M,1986,162
Aldo,M,1987,152
Aldo,M,1988,123
Aldo,M,1989,209
Aldo,M,1990,164
Aldo,M,1991,169
Aldo,M,1992,159
Aldo,M,1993,167
Aldo,M,1994,145
Aldo,M,1995,235
Aldo,M,1996,220
Aldo,M,1997,290
Aldo,M,1998,268
Aldo,M,1999,219
Aldon,M,1912,11
Aldon,M,1915,12
Aldon,M,1916,23
Aldon,M,1917,20
Aldon,M,1918,24
Aldon,M,1919,29
Aldon,M,1920,27
Aldon,M,1921,25
Aldon,M,1922,26
Aldon,M,1923,23
Aldon,M,1924,18
Aldon,M,1925,24
Aldon,M,1926,19
Aldon,M,1927,16
Aldon,M,1928,27
Aldon,M,1929,30
Aldon,M,1930,17
Aldon,M,1931,17
Aldon,M,1932,14
Aldon,M,1933,16
Aldon,M,1934,24
Aldon,M,1935,13
Aldon,M,1936,15
Aldon,M,1937,22
Aldon,M,1938,16
Aldon,M,1939,19
Aldon,M,1940,13
Aldon,M,1941,23
Aldon,M,1942,11
Aldon,M,1943,22
Aldon,M,1944,18
Aldon,M,1945,13
Aldon,M,1946,12
Aldon,M,1947,20
Aldon,M,1948,17
Aldon,M,1949,14
Aldon,M,1950,14
Aldon,M,1951,12
Aldon,M,1952,20
Aldon,M,1953,13
Aldon,M,1954,13
Aldon,M,1956,10
Aldon,M,1957,13
Aldon,M,1958,12
Aldon,M,1959,11
Aldon,M,1960,13
Aldon,M,1961,14
Aldon,M,1962,10
Aldon,M,1963,10
Aldon,M,1964,13
Aldon,M,1965,10
Aldon,M,1967,10
Aldon,M,1968,11
Aldon,M,1969,10
Aldon,M,1972,11
Aldon,M,1973,11
Aldon,M,1983,10
Aldon,M,1984,10
Aldon,M,1985,13
Aldon,M,1986,11
Aldon,M,1989,12
Aldon,M,1990,10
Aldon,M,1991,12
Aldon,M,1994,15
Aldon,M,1996,11
Aldona,F,1912,17
Aldona,F,1913,11
Aldona,F,1914,22
Aldona,F,1915,34
Aldona,F,1916,56
Aldona,F,1917,56
Aldona,F,1918,63
Aldona,F,1919,60
Aldona,F,1920,65
Aldona,F,1921,43
Aldona,F,1922,52
Aldona,F,1923,22
Aldona,F,1924,34
Aldona,F,1925,35
Aldona,F,1926,36
Aldona,F,1927,33
Aldona,F,1928,20
Aldona,F,1929,20
Aldona,F,1930,11
Aldona,F,1931,15
Aldona,F,1932,14
Aldona,F,1933,10
Aldona,F,1935,11
Aldona,F,1937,11
Aldona,F,1951,12
Aldona,F,1952,11
Aldona,F,1953,14
Aldona,F,1965,10
Aldonia,F,1914,10
Aldonia,F,1920,12
Aldonia,F,1923,11
Aldonia,F,1924,13
Aldonia,F,1927,10
Aldonia,F,1933,10
Aldor,M,1915,10
Aldora,F,1914,11
Aldora,F,1915,12
Aldora,F,1916,14
Aldora,F,1917,15
Aldora,F,1918,23
Aldora,F,1919,14
Aldora,F,1920,14
Aldora,F,1921,11
Aldora,F,1922,18
Aldora,F,1923,15
Aldora,F,1924,15
Aldora,F,1925,19
Aldora,F,1926,24
Aldora,F,1927,11
Aldora,F,1928,14
Aldora,F,1929,10
Aldora,F,1931,10
Aldora,F,1932,10
Aldora,F,1933,12
Aldora,F,1953,11
Aldora,F,1955,10
Aldora,F,1956,10
Aldric,M,1967,11
Aldric,M,1970,12
Aldric,M,1974,13
Aldric,M,1980,10
Aldric,M,1985,10
Aldric,M,1992,11
Aldrich,M,1916,12
Aldrich,M,1917,11
Aldrich,M,1918,13
Aldrich,M,1919,13
Aldrich,M,1921,12
Aldrich,M,1922,11
Aldrich,M,1923,12
Aldrich,M,1925,10
Aldrich,M,1926,14
Aldrich,M,1930,10
Aldrich,M,1985,12
Aldrich,M,1990,14
Aldrich,M,1995,10
Aldrick,M,1980,10
Aldridge,M,1924,11
Aldrin,M,1969,22
Aldrin,M,1990,10
Aldrin,M,1991,10
Aldrin,M,1992,10
Aldrin,M,1993,13
Aldrin,M,1994,16
Aldrin,M,1995,11
Aldrin,M,1996,11
Alea,F,1966,10
Alea,F,1973,23
Alea,F,1974,12
Alea,F,1975,22
Alea,F,1976,12
Alea,F,1977,19
Alea,F,1978,33
Alea,F,1979,27
Alea,F,1980,27
Alea,F,1981,50
Alea,F,1982,48
Alea,F,1983,57
Alea,F,1984,44
Alea,F,1985,41
Alea,F,1986,56
Alea,F,1987,45
Alea,F,1988,51
Alea,F,1989,40
Alea,F,1990,71
Alea,F,1991,70
Alea,F,1992,80
Alea,F,1993,74
Alea,F,1994,95
Alea,F,1995,113
Alea,F,1996,125
Alea,F,1997,125
Alea,F,1998,133
Alea,F,1999,154
Aleah,F,1970,10
Aleah,F,1973,22
Aleah,F,1974,14
Aleah,F,1975,13
Aleah,F,1976,12
Aleah,F,1977,18
Aleah,F,1978,16
Aleah,F,1979,24
Aleah,F,1980,43
Aleah,F,1981,75
Aleah,F,1982,76
Aleah,F,1983,63
Aleah,F,1984,50
Aleah,F,1985,64
Aleah,F,1986,65
Aleah,F,1987,67
Aleah,F,1988,91
Aleah,F,1989,97
Aleah,F,1990,112
Aleah,F,1991,105
Aleah,F,1992,101
Aleah,F,1993,121
Aleah,F,1994,199
Aleah,F,1995,256
Aleah,F,1996,299
Aleah,F,1997,308
Aleah,F,1998,339
Aleah,F,1999,351
Aleaha,F,1981,10
Aleaha,F,1990,11
Aleaha,F,1991,12
Aleaha,F,1992,11
Aleaha,F,1993,11
Aleaha,F,1994,12
Aleaha,F,1995,21
Aleaha,F,1996,18
Aleaha,F,1997,21
Aleaha,F,1998,21
Aleaha,F,1999,25
Alean,F,1910,14
Alean,F,1912,20
Alean,F,1913,15
Alean,F,1914,17
Alean,F,1915,18
Alean,F,1916,18
Alean,F,1917,19
Alean,F,1918,28
Alean,F,1919,35
Alean,F,1920,31
Alean,F,1921,27
Alean,F,1922,38
Alean,F,1923,33
Alean,F,1924,33
Alean,F,1925,28
Alean,F,1926,28
Alean,F,1927,40
Alean,F,1928,33
Alean,F,1929,26
Alean,F,1930,31
Alean,F,1931,16
Alean,F,1932,36
Alean,F,1933,28
Alean,F,1934,23
Alean,F,1935,18
Alean,F,1936,28
Alean,F,1937,18
Alean,F,1938,22
Alean,F,1939,18
Alean,F,1940,16
Alean,F,1941,14
Alean,F,1942,16
Alean,F,1943,23
Alean,F,1944,12
Alean,F,1945,12
Alean,F,1948,11
Alean,F,1949,14
Alean,F,1950,19
Alean,F,1951,19
Alean,F,1952,15
Alean,F,1953,13
Alean,F,1954,10
Alean,F,1961,10
Aleana,F,1979,14
Aleana,F,1984,11
Aleana,F,1987,12
Aleana,F,1990,10
Aleana,F,1992,13
Aleana,F,1993,13
Aleana,F,1994,14
Aleana,F,1995,16
Aleana,F,1996,10
Aleana,F,1997,15
Aleana,F,1998,16
Aleana,F,1999,18
Alease,F,1903,11
Alease,F,1907,10
Alease,F,1909,21
Alease,F,1910,17
Alease,F,1912,21
Alease,F,1913,32
Alease,F,1914,24
Alease,F,1915,36
Alease,F,1916,33
Alease,F,1917,39
Alease,F,1918,43
Alease,F,1919,53
Alease,F,1920,48
Alease,F,1921,48
Alease,F,1922,52
Alease,F,1923,54
Alease,F,1924,54
Alease,F,1925,57
Alease,F,1926,52
Alease,F,1927,52
Alease,F,1928,48
Alease,F,1929,33
Alease,F,1930,27
Alease,F,1931,41
Alease,F,1932,39
Alease,F,1933,35
Alease,F,1934,29
Alease,F,1935,16
Alease,F,1936,22
Alease,F,1937,30
Alease,F,1938,22
Alease,F,1939,22
Alease,F,1940,21
Alease,F,1941,17
Alease,F,1942,21
Alease,F,1943,11
Alease,F,1944,25
Alease,F,1945,16
Alease,F,1946,16
Alease,F,1947,26
Alease,F,1948,21
Alease,F,1949,20
Alease,F,1950,21
Alease,F,1951,17
Alease,F,1952,18
Alease,F,1953,13
Alease,F,1954,14
Alease,F,1955,16
Alease,F,1957,15
Alease,F,1958,13
Alease,F,1959,14
Alease,F,1961,13
Alease,F,1963,15
Alease,F,1964,13
Alease,F,1966,10
Alease,F,1969,10
Alease,F,1971,11
Alease,F,1979,11
Alease,F,1986,11
Alease,F,1988,11
Alease,F,1989,11
Alease,F,1991,12
Alease,F,1992,12
Aleasha,F,1971,10
Aleasha,F,1974,16
Aleasha,F,1975,21
Aleasha,F,1976,20
Aleasha,F,1977,24
Aleasha,F,1978,24
Aleasha,F,1979,38
Aleasha,F,1980,38
Aleasha,F,1981,36
Aleasha,F,1982,43
Aleasha,F,1983,37
Aleasha,F,1984,30
Aleasha,F,1985,39
Aleasha,F,1986,34
Aleasha,F,1987,52
Aleasha,F,1988,37
Aleasha,F,1989,39
Aleasha,F,1990,38
Aleasha,F,1991,33
Aleasha,F,1992,27
Aleasha,F,1993,32
Aleasha,F,1994,24
Aleasha,F,1995,20
Aleasha,F,1996,40
Aleasha,F,1997,14
Aleasha,F,1998,22
Aleasha,F,1999,23
Aleatha,F,1915,11
Aleatha,F,1917,10
Aleatha,F,1918,13
Aleatha,F,1919,14
Aleatha,F,1921,14
Aleatha,F,1922,16
Aleatha,F,1923,17
Aleatha,F,1924,16
Aleatha,F,1926,11
Aleatha,F,1927,11
Aleatha,F,1928,10
Aleatha,F,1931,10
Aleatha,F,1932,11
Aleatha,F,1934,10
Aleatha,F,1935,11
Aleatha,F,1938,10
Aleatha,F,1943,10
Aleatha,F,1946,12
Aleatha,F,1947,13
Aleatha,F,1948,15
Aleatha,F,1952,16
Aleatha,F,1953,10
Aleatha,F,1954,13
Aleatha,F,1955,11
Aleatha,F,1957,13
Aleatha,F,1958,15
Aleatha,F,1959,10
Aleatha,F,1960,14
Aleatha,F,1964,22
Aleatha,F,1966,15
Aleatha,F,1968,10
Aleatha,F,1969,15
Aleatha,F,1970,10
Aleatha,F,1972,12
Aleatha,F,1973,12
Aleatha,F,1975,11
Aleatha,F,1976,15
Aleatha,F,1977,18
Aleatha,F,1978,10
Aleatha,F,1990,10
Aleathea,F,1973,15
Alec,M,1900,15
Alec,M,1904,14
Alec,M,1905,12
Alec,M,1907,11
Alec,M,1908,10
Alec,M,1909,15
Alec,M,1910,18
Alec,M,1911,15
Alec,M,1912,21
Alec,M,1913,37
Alec,M,1914,47
Alec,M,1915,57
Alec,M,1916,36
Alec,M,1917,69
Alec,M,1918,59
Alec,M,1919,60
Alec,M,1920,67
Alec,M,1921,69
Alec,M,1922,60
Alec,M,1923,56
Alec,M,1924,50
Alec,M,1925,53
Alec,M,1926,43
Alec,M,1927,54
Alec,M,1928,35
Alec,M,1929,26
Alec,M,1930,37
Alec,M,1931,21
Alec,M,1932,33
Alec,M,1933,32
Alec,M,1934,32
Alec,M,1935,23
Alec,M,1936,28
Alec,M,1937,38
Alec,M,1938,25
Alec,M,1939,30
Alec,M,1940,32
Alec,M,1941,36
Alec,M,1942,39
Alec,M,1943,34
Alec,M,1944,34
Alec,M,1945,36
Alec,M,1946,53
Alec,M,1947,70
Alec,M,1948,56
Alec,M,1949,53
Alec,M,1950,51
Alec,M,1951,55
Alec,M,1952,70
Alec,M,1953,51
Alec,M,1954,42
Alec,M,1955,55
Alec,M,1956,75
Alec,M,1957,76
Alec,M,1958,82
Alec,M,1959,98
Alec,M,1960,101
Alec,M,1961,91
Alec,M,1962,75
Alec,M,1963,77
Alec,M,1964,114
Alec,M,1965,116
Alec,M,1966,118
Alec,M,1967,94
Alec,M,1968,97
Alec,M,1969,94
Alec,M,1970,106
Alec,M,1971,104
Alec,M,1972,88
Alec,M,1973,88
Alec,M,1974,60
Alec,M,1975,80
Alec,M,1976,97
Alec,M,1977,93
Alec,M,1978,96
Alec,M,1979,91
Alec,M,1980,128
Alec,M,1981,132
Alec,M,1982,147
Alec,M,1983,203
Alec,M,1984,253
Alec,M,1985,290
Alec,M,1986,377
Alec,M,1987,446
Alec,F,1988,18
Alec,M,1988,427
Alec,F,1989,14
Alec,M,1989,603
Alec,F,1990,16
Alec,M,1990,978
Alec,F,1991,20
Alec,M,1991,1538
Alec,F,1992,15
Alec,M,1992,1867
Alec,F,1993,25
Alec,M,1993,2090
Alec,F,1994,27
Alec,M,1994,3320
Alec,F,1995,37
Alec,M,1995,3421
Alec,F,1996,24
Alec,M,1996,3308
Alec,F,1997,14
Alec,M,1997,3137
Alec,F,1998,23
Alec,M,1998,3355
Alec,F,1999,13
Alec,M,1999,2891
Alecea,F,1996,10
Alecea,F,1999,13
Alechia,F,1980,11
Alechia,F,1983,10
Alecia,F,1939,10
Alecia,F,1943,17
Alecia,F,1944,15
Alecia,F,1945,21
Alecia,F,1946,21
Alecia,F,1947,29
Alecia,F,1948,22
Alecia,F,1949,29
Alecia,F,1950,40
Alecia,F,1951,37
Alecia,F,1952,59
Alecia,F,1953,55
Alecia,F,1954,62
Alecia,F,1955,62
Alecia,F,1956,51
Alecia,F,1957,76
Alecia,F,1958,79
Alecia,F,1959,88
Alecia,F,1960,110
Alecia,F,1961,121
Alecia,F,1962,133
Alecia,F,1963,162
Alecia,F,1964,185
Alecia,F,1965,194
Alecia,F,1966,161
Alecia,F,1967,137
Alecia,F,1968,187
Alecia,F,1969,199
Alecia,F,1970,203
Alecia,F,1971,187
Alecia,F,1972,183
Alecia,F,1973,201
Alecia,F,1974,189
Alecia,F,1975,206
Alecia,F,1976,216
Alecia,F,1977,263
Alecia,F,1978,284
Alecia,F,1979,285
Alecia,F,1980,308
Alecia,F,1981,299
Alecia,F,1982,266
Alecia,F,1983,306
Alecia,F,1984,331
Alecia,F,1985,349
Alecia,F,1986,340
Alecia,F,1987,362
Alecia,F,1988,289
Alecia,F,1989,346
Alecia,F,1990,314
Alecia,F,1991,280
Alecia,F,1992,277
Alecia,F,1993,216
Alecia,F,1994,223
Alecia,F,1995,211
Alecia,F,1996,229
Alecia,F,1997,194
Alecia,F,1998,182
Alecia,F,1999,171
Aleck,M,1912,14
Aleck,M,1913,10
Aleck,M,1914,25
Aleck,M,1915,22
Aleck,M,1916,19
Aleck,M,1917,32
Aleck,M,1918,30
Aleck,M,1919,24
Aleck,M,1920,27
Aleck,M,1921,23
Aleck,M,1922,22
Aleck,M,1923,22
Aleck,M,1924,15
Aleck,M,1925,23
Aleck,M,1926,19
Aleck,M,1927,16
Aleck,M,1928,12
Aleck,M,1930,10
Aleck,M,1992,12
Aleck,M,1993,16
Aleck,M,1994,14
Aleck,M,1995,21
Aleck,M,1996,18
Aleck,M,1997,25
Aleck,M,1998,21
Aleck,M,1999,19
Alecsander,M,1994,19
Alecsander,M,1995,17
Alecsander,M,1996,24
Alecsander,M,1997,26
Alecsander,M,1998,15
Alecsander,M,1999,19
Alecxander,M,1999,10
Alecxis,M,1999,12
Aleczander,M,1990,10
Aleczander,M,1991,12
Aleczander,M,1992,11
Aleczander,M,1993,13
Aleczander,M,1994,23
Aleczander,M,1995,30
Aleczander,M,1996,25
Aleczander,M,1997,42
Aleczander,M,1998,45
Aleczander,M,1999,43
Aleda,F,1903,10
Aleda,F,1913,13
Aleda,F,1915,15
Aleda,F,1916,17
Aleda,F,1917,18
Aleda,F,1918,19
Aleda,F,1919,20
Aleda,F,1920,16
Aleda,F,1921,21
Aleda,F,1922,25
Aleda,F,1923,14
Aleda,F,1924,18
Aleda,F,1925,20
Aleda,F,1926,12
Aleda,F,1927,14
Aleda,F,1928,13
Aleda,F,1929,10
Aleda,F,1930,12
Aleda,F,1931,15
Aleda,F,1932,12
Aleda,F,1935,15
Aleda,F,1940,10
Aleda,F,1941,13
Aleda,F,1942,15
Aleda,F,1944,11
Aleda,F,1945,16
Aleda,F,1946,25
Aleda,F,1947,16
Aleda,F,1948,19
Aleda,F,1949,21
Aleda,F,1950,20
Aleda,F,1951,10
Aleda,F,1952,16
Aleda,F,1953,11
Aleda,F,1954,22
Aleda,F,1955,14
Aleda,F,1956,12
Aleda,F,1960,12
Aleda,F,1976,10
Aleda,F,1977,10
Aleda,F,1981,15
Alee,F,1920,11
Alee,F,1990,11
Alee,F,1995,11
Alee,F,1998,13
Alee,F,1999,12
Aleea,F,1986,10
Aleea,F,1993,11
Aleea,F,1994,17
Aleea,F,1995,17
Aleea,F,1996,15
Aleea,F,1997,21
Aleea,F,1998,12
Aleea,F,1999,27
Aleeah,F,1994,11
Aleeah,F,1997,17
Aleeah,F,1998,20
Aleeah,F,1999,11
Aleece,F,1966,10
Aleece,F,1971,10
Aleece,F,1975,10
Aleece,F,1983,12
Aleece,F,1984,15
Aleece,F,1985,23
Aleece,F,1986,33
Aleece,F,1987,21
Aleece,F,1988,25
Aleece,F,1989,20
Aleece,F,1990,24
Aleece,F,1991,18
Aleece,F,1992,12
Aleece,F,1993,10
Aleece,F,1994,10
Aleece,F,1995,12
Aleece,F,1996,12
Aleece,F,1997,16
Aleece,F,1999,14
Aleecia,F,1988,10
Aleecia,F,1989,14
Aleecia,F,1991,11
Aleecia,F,1992,14
Aleecia,F,1995,11
Aleecia,F,1996,23
Aleecia,F,1997,23
Aleecia,F,1998,21
Aleecia,F,1999,20
Aleem,M,1977,10
Aleem,M,1980,13
Aleem,M,1985,15
Aleem,M,1987,12
Aleem,M,1992,10
Aleem,M,1993,11
Aleem,M,1994,14
Aleem,M,1996,12
Aleem,M,1997,15
Aleen,F,1900,17
Aleen,F,1901,10
Aleen,F,1906,13
Aleen,F,1907,11
Aleen,F,1908,12
Aleen,F,1909,12
Aleen,F,1910,15
Aleen,F,1911,14
Aleen,F,1912,20
Aleen,F,1913,32
Aleen,F,1914,26
Aleen,F,1915,38
Aleen,F,1916,44
Aleen,F,1917,44
Aleen,F,1918,48
Aleen,F,1919,50
Aleen,F,1920,57
Aleen,F,1921,36
Aleen,F,1922,40
Aleen,F,1923,50
Aleen,F,1924,39
Aleen,F,1925,51
Aleen,F,1926,50
Aleen,F,1927,37
Aleen,F,1928,31
Aleen,F,1929,39
Aleen,F,1930,27
Aleen,F,1931,22
Aleen,F,1932,25
Aleen,F,1933,21
Aleen,F,1934,18
Aleen,F,1935,22
Aleen,F,1936,15
Aleen,F,1937,15
Aleen,F,1938,20
Aleen,F,1939,10
Aleen,F,1940,16
Aleen,F,1942,10
Aleen,F,1943,18
Aleen,F,1945,13
Aleen,F,1946,16
Aleen,F,1947,16
Aleen,F,1948,16
Aleen,F,1949,12
Aleen,F,1950,12
Aleen,F,1956,11
Aleen,F,1957,13
Aleen,F,1959,12
Aleen,F,1960,13
Aleen,F,1961,10
Aleen,F,1962,11
Aleen,F,1966,10
Aleen,F,1975,10
Aleen,F,1982,11
Aleen,F,1985,10
Aleen,F,1986,11
Aleen,F,1987,12
Aleen,F,1990,11
Aleen,F,1991,14
Aleen,F,1996,12
Aleen,F,1998,12
Aleen,F,1999,13
Aleena,F,1974,10
Aleena,F,1980,11
Aleena,F,1981,14
Aleena,F,1982,16
Aleena,F,1983,14
Aleena,F,1984,19
Aleena,F,1985,20
Aleena,F,1986,23
Aleena,F,1987,24
Aleena,F,1988,21
Aleena,F,1989,34
Aleena,F,1990,44
Aleena,F,1991,39
Aleena,F,1992,60
Aleena,F,1993,63
Aleena,F,1994,72
Aleena,F,1995,94
Aleena,F,1996,101
Aleena,F,1997,101
Aleena,F,1998,118
Aleena,F,1999,110
Aleene,F,1912,13
Aleene,F,1913,12
Aleene,F,1914,21
Aleene,F,1915,33
Aleene,F,1916,28
Aleene,F,1917,48
Aleene,F,1918,26
Aleene,F,1919,44
Aleene,F,1920,36
Aleene,F,1921,42
Aleene,F,1922,28
Aleene,F,1923,27
Aleene,F,1924,27
Aleene,F,1925,26
Aleene,F,1926,25
Aleene,F,1927,32
Aleene,F,1928,21
Aleene,F,1929,16
Aleene,F,1930,14
Aleene,F,1931,18
Aleene,F,1932,15
Aleene,F,1933,15
Aleene,F,1934,14
Aleene,F,1935,17
Aleene,F,1936,14
Aleene,F,1937,12
Aleene,F,1939,10
Aleene,F,1949,11
Aleene,F,1953,10
Aleesa,F,1972,11
Aleesa,F,1977,11
Aleesa,F,1988,12
Aleesa,F,1989,14
Aleesa,F,1990,17
Aleesa,F,1991,13
Aleesa,F,1992,14
Aleesa,F,1993,30
Aleesa,F,1994,27
Aleesa,F,1995,22
Aleesa,F,1996,24
Aleesa,F,1997,23
Aleesa,F,1998,19
Aleesa,F,1999,18
Aleese,F,1989,12
Aleesha,F,1974,12
Aleesha,F,1975,18
Aleesha,F,1976,13
Aleesha,F,1977,16
Aleesha,F,1978,21
Aleesha,F,1979,40
Aleesha,F,1980,26
Aleesha,F,1981,31
Aleesha,F,1982,23
Aleesha,F,1983,18
Aleesha,F,1984,39
Aleesha,F,1985,38
Aleesha,F,1986,42
Aleesha,F,1987,55
Aleesha,F,1988,64
Aleesha,F,1989,87
Aleesha,F,1990,86
Aleesha,F,1991,86
Aleesha,F,1992,90
Aleesha,F,1993,65
Aleesha,F,1994,85
Aleesha,F,1995,88
Aleesha,F,1996,87
Aleesha,F,1997,80
Aleesha,F,1998,62
Aleesha,F,1999,58
Aleesia,F,1995,12
Aleesia,F,1996,11
Aleesia,F,1997,12
Aleesia,F,1998,12
Aleesia,F,1999,14
Aleeta,F,1933,17
Aleeya,F,1994,12
Aleeya,F,1995,20
Aleeya,F,1996,19
Aleeya,F,1997,22
Aleeya,F,1998,32
Aleeya,F,1999,25
Aleeyah,F,1994,18
Aleeyah,F,1995,25
Aleeyah,F,1996,18
Aleeyah,F,1997,22
Aleeyah,F,1998,31
Aleeyah,F,1999,21
Aleeza,F,1990,11
Aleeza,F,1991,10
Aleeza,F,1993,10
Aleeza,F,1994,12
Aleeza,F,1995,19
Aleeza,F,1996,15
Aleeza,F,1997,13
Aleeza,F,1998,27
Aleeza,F,1999,24
Alegandra,F,1990,14
Alegandra,F,1992,16
Alegandro,M,1976,10
Alegandro,M,1980,10
Alegandro,M,1981,20
Alegandro,M,1982,11
Alegandro,M,1983,10
Alegandro,M,1985,13
Alegandro,M,1986,14
Alegandro,M,1989,10
Alegandro,M,1990,18
Alegandro,M,1991,16
Alegandro,M,1992,16
Alegandro,M,1993,16
Alegandro,M,1994,19
Alegandro,M,1996,15
Alegandro,M,1997,15
Alegandro,M,1998,10
Alegandro,M,1999,14
Alegra,F,1988,20
Alegra,F,1990,12
Alegra,F,1991,14
Alegra,F,1993,10
Alegra,F,1996,10
Alegra,F,1997,15
Alegra,F,1998,10
Aleia,F,1980,18
Aleia,F,1981,20
Aleia,F,1982,17
Aleia,F,1983,20
Aleia,F,1984,14
Aleia,F,1985,18
Aleia,F,1986,14
Aleia,F,1987,18
Aleia,F,1988,18
Aleia,F,1989,20
Aleia,F,1990,24
